Martial Status,Sex,Year,Age,Education,Job,Skill Level,Area Type,Type of unemployment
Widowed,Both,2002,49,Intermediate,Doctor,NaN,National,Don't have a job
Divorced of separated legally,Male,2013,16,Less than basic,Teacher,No skill,Rural,Don't have a job
Married,Male,2012,21,Less than basic,Artist,NaN,Urban,Don't have a job
Divorced of separated legally,Female,2019,21,Advanced,Architect,NaN,Rural,Don't have a job
Divorced of separated legally,Male,2020,18,Basic,Accountant,advanced,National,Don't have a job
Married,Female,2010,38,Advanced,Teacher,low,Rural,Have a job
NaN,Male,2018,52,Intermediate,Doctor,advanced,Urban,Don't have a job
Widowed,Both,2013,47,Intermediate,Teacher,medium,Rural,Have a job
NaN,Female,2000,20,Less than basic,Banker,medium,Urban,Have a job
Single,Female,2021,51,Less than basic,IT Developer,NaN,National,Have a job
NaN,Both,2014,53,NaN,Accountant,No skill,Rural,Have a job
Single,Male,2000,29,Less than basic,Doctor,low,National,Have a job
Widowed,Male,2006,22,Advanced,Architect,NaN,Urban,Have a job
Widowed,Both,2014,59,NaN,Doctor,No skill,Urban,Don't have a job
Widowed,Both,2008,26,Intermediate,Banker,No skill,National,Have a job
Married,Female,2016,53,Less than basic,Accountant,low,Rural,Have a job
Single,Female,2005,62,NaN,Banker,medium,Urban,Have a job
Single,Female,2022,32,Less than basic,Doctor,NaN,National,Have a job
Widowed,Female,2017,23,Less than basic,Car driver,No skill,Urban,Have a job
Widowed,Male,2006,21,Basic,Car driver,NaN,Rural,Have a job
Single,Female,2021,56,Advanced,Accountant,low,Rural,Don't have a job
NaN,Female,2010,54,Basic,Accountant,medium,Urban,Have a job
Married,Male,2022,31,Advanced,Doctor,low,Rural,Don't have a job
Widowed,Both,2016,20,NaN,IT Developer,medium,Urban,Don't have a job
Widowed,Male,2022,44,Advanced,Car driver,medium,National,Don't have a job
NaN,Both,2012,38,Advanced,Teacher,low,Rural,Don't have a job
Married,Male,2009,16,NaN,Banker,No skill,Rural,Have a job
Divorced of separated legally,Female,2017,32,Intermediate,Artist,medium,National,Have a job
Married,Both,2016,49,NaN,Architect,advanced,National,Have a job
Widowed,Both,2020,19,Advanced,IT Developer,medium,National,Have a job
NaN,Female,2009,43,NaN,Accountant,advanced,National,Have a job
Widowed,Both,2007,34,Less than basic,Accountant,low,National,Don't have a job
Divorced of separated legally,Female,2012,46,Basic,Teacher,advanced,National,Don't have a job
Married,Male,2017,21,NaN,Banker,NaN,Rural,Don't have a job
Single,Male,2010,45,Advanced,IT Developer,low,Urban,Have a job
Divorced of separated legally,Both,2011,17,Less than basic,Accountant,advanced,National,Have a job
Married,Both,2015,58,NaN,Architect,No skill,Urban,Have a job
Widowed,Male,2019,27,Advanced,Car driver,low,Rural,Don't have a job
NaN,Both,2010,59,NaN,IT Developer,NaN,National,Don't have a job
Single,Female,2002,63,NaN,Teacher,low,Urban,Have a job
Divorced of separated legally,Both,2003,44,NaN,Banker,medium,Rural,Have a job
Divorced of separated legally,Female,2022,36,Basic,Car driver,NaN,Rural,Have a job
Divorced of separated legally,Female,2011,53,NaN,Banker,medium,Rural,Have a job
Divorced of separated legally,Both,2021,25,Less than basic,Doctor,advanced,Urban,Have a job
Divorced of separated legally,Male,2010,31,NaN,Artist,medium,Rural,Have a job
Single,Both,2009,28,Basic,Accountant,low,National,Don't have a job
Married,Both,2023,48,Intermediate,IT Developer,medium,Rural,Don't have a job
NaN,Male,2021,34,Advanced,IT Developer,advanced,Rural,Don't have a job
Married,Male,2019,23,Basic,IT Developer,medium,Rural,Have a job
Widowed,Female,2009,34,NaN,Artist,No skill,Urban,Have a job
Single,Female,2009,48,Advanced,IT Developer,medium,National,Have a job
Widowed,Male,2000,32,NaN,Teacher,advanced,Rural,Have a job
Single,Female,2003,17,Advanced,Banker,low,Rural,Don't have a job
Single,Male,2016,21,Basic,Doctor,low,Urban,Don't have a job
Divorced of separated legally,Male,2016,44,Basic,Architect,No skill,Rural,Don't have a job
NaN,Male,2016,27,NaN,Accountant,medium,Urban,Have a job
Single,Male,2023,16,Intermediate,Banker,medium,Rural,Don't have a job
Married,Both,2014,52,NaN,Car driver,advanced,Urban,Have a job
Married,Male,2017,15,Less than basic,Doctor,low,National,Have a job
Married,Male,2014,33,Less than basic,Architect,No skill,National,Have a job
Married,Both,2006,40,Advanced,Banker,medium,National,Have a job
NaN,Female,2023,22,Less than basic,Car driver,low,Rural,Have a job
Married,Female,2020,59,Less than basic,Artist,advanced,Urban,Don't have a job
Divorced of separated legally,Both,2009,21,Intermediate,IT Developer,low,Urban,Don't have a job
NaN,Both,2010,24,Intermediate,Architect,advanced,National,Don't have a job
Single,Female,2011,22,Intermediate,Doctor,NaN,National,Don't have a job
Single,Female,2001,42,NaN,IT Developer,NaN,National,Don't have a job
Single,Male,2004,27,Advanced,Artist,medium,Rural,Don't have a job
Single,Male,2012,58,Basic,Accountant,low,Rural,Don't have a job
NaN,Male,2017,56,Advanced,Car driver,advanced,Urban,Have a job
Married,Both,2021,24,Less than basic,Banker,medium,National,Have a job
Divorced of separated legally,Female,2013,28,Advanced,Doctor,low,National,Don't have a job
Widowed,Female,2010,59,Advanced,Car driver,medium,Urban,Don't have a job
Married,Both,2003,38,NaN,Banker,medium,Rural,Don't have a job
Single,Female,2004,50,Advanced,Car driver,advanced,Urban,Have a job
Married,Female,2002,18,NaN,Architect,advanced,Rural,Have a job
Widowed,Male,2002,59,NaN,Car driver,No skill,National,Have a job
Married,Both,2003,37,Basic,Car driver,NaN,Urban,Don't have a job
Divorced of separated legally,Male,2016,49,Less than basic,Architect,low,Urban,Have a job
Married,Female,2005,52,NaN,Architect,low,Rural,Have a job
Single,Female,2017,60,Less than basic,IT Developer,No skill,Urban,Don't have a job
NaN,Female,2000,40,Less than basic,Teacher,advanced,Urban,Have a job
Married,Male,2007,52,Intermediate,Architect,No skill,Urban,Don't have a job
Widowed,Both,2012,19,Intermediate,Banker,NaN,National,Don't have a job
Single,Female,2002,16,Advanced,IT Developer,medium,Urban,Don't have a job
Widowed,Male,2017,34,Basic,Doctor,low,Rural,Don't have a job
Single,Both,2003,54,Advanced,Accountant,low,Urban,Don't have a job
Divorced of separated legally,Female,2017,39,NaN,IT Developer,medium,National,Don't have a job
Widowed,Male,2007,55,Advanced,Doctor,advanced,National,Don't have a job
Single,Female,2023,48,Less than basic,Teacher,NaN,National,Don't have a job
Married,Both,2002,48,Advanced,IT Developer,NaN,Rural,Don't have a job
Single,Female,2021,59,NaN,Artist,medium,National,Have a job
Divorced of separated legally,Both,2012,32,Basic,Banker,No skill,Rural,Don't have a job
Divorced of separated legally,Both,2014,38,NaN,Teacher,medium,Urban,Don't have a job
Married,Female,2016,38,NaN,Doctor,NaN,Rural,Have a job
Married,Female,2000,31,Intermediate,Car driver,medium,National,Have a job
Divorced of separated legally,Female,2009,15,NaN,Artist,NaN,National,Don't have a job
Widowed,Male,2004,40,Intermediate,Banker,NaN,National,Don't have a job
NaN,Female,2015,16,Basic,Teacher,No skill,National,Have a job
NaN,Both,2000,48,Advanced,Artist,advanced,National,Have a job
Widowed,Both,2006,25,Intermediate,Banker,medium,Urban,Don't have a job
Married,Male,2001,31,Advanced,Artist,medium,Urban,Have a job
Divorced of separated legally,Female,2004,33,Intermediate,Accountant,advanced,Rural,Don't have a job
Single,Both,2008,46,NaN,Accountant,low,Rural,Don't have a job
Widowed,Both,2002,17,Advanced,Doctor,NaN,National,Don't have a job
Divorced of separated legally,Female,2015,42,Less than basic,IT Developer,No skill,Rural,Don't have a job
Divorced of separated legally,Both,2017,64,NaN,Artist,advanced,Urban,Have a job
Married,Female,2018,58,Advanced,Artist,NaN,Urban,Have a job
Married,Both,2004,60,NaN,Accountant,NaN,Rural,Don't have a job
NaN,Both,2018,33,Intermediate,Architect,advanced,National,Don't have a job
Widowed,Male,2016,28,Basic,Artist,NaN,National,Have a job
Divorced of separated legally,Female,2005,18,Less than basic,Accountant,low,Urban,Have a job
NaN,Both,2005,63,Advanced,Banker,low,Urban,Have a job
Single,Female,2016,42,Less than basic,Car driver,medium,National,Don't have a job
Divorced of separated legally,Female,2014,40,NaN,Artist,low,National,Have a job
NaN,Male,2010,54,Basic,Teacher,advanced,Rural,Don't have a job
Single,Male,2018,53,NaN,Banker,advanced,Urban,Have a job
Widowed,Male,2013,38,Basic,Banker,medium,National,Don't have a job
Married,Female,2021,51,Basic,Doctor,low,National,Have a job
Married,Female,2021,41,Less than basic,Accountant,NaN,National,Have a job
NaN,Both,2010,25,Basic,Artist,medium,National,Have a job
Divorced of separated legally,Male,2004,53,Intermediate,Teacher,NaN,National,Have a job
Married,Male,2010,42,Advanced,Car driver,NaN,National,Don't have a job
Single,Both,2006,38,Intermediate,Doctor,low,Urban,Have a job
NaN,Both,2000,57,Intermediate,Teacher,No skill,Rural,Have a job
NaN,Both,2015,53,NaN,Banker,NaN,Urban,Have a job
Single,Male,2017,64,NaN,Banker,No skill,Urban,Don't have a job
Divorced of separated legally,Male,2017,43,NaN,IT Developer,medium,Urban,Have a job
Married,Female,2015,17,Intermediate,Banker,advanced,National,Don't have a job
Single,Male,2016,39,Less than basic,Teacher,No skill,National,Have a job
Married,Male,2005,23,Advanced,Architect,NaN,Urban,Have a job
Married,Both,2018,62,Basic,Car driver,NaN,National,Don't have a job
Divorced of separated legally,Both,2001,26,Advanced,Car driver,medium,National,Have a job
Widowed,Female,2017,60,Intermediate,Architect,NaN,Rural,Have a job
Married,Female,2003,63,Less than basic,Artist,NaN,Urban,Don't have a job
Married,Both,2021,27,Advanced,Banker,medium,Urban,Don't have a job
Married,Both,2014,50,NaN,Teacher,advanced,Urban,Don't have a job
Divorced of separated legally,Male,2003,35,NaN,Banker,advanced,Urban,Don't have a job
Married,Both,2014,49,Advanced,IT Developer,No skill,Urban,Have a job
Married,Female,2002,40,NaN,Doctor,advanced,Urban,Don't have a job
Divorced of separated legally,Male,2017,37,Advanced,Architect,NaN,Urban,Don't have a job
Married,Male,2011,55,Basic,Architect,NaN,Rural,Don't have a job
NaN,Female,2005,26,Less than basic,Artist,No skill,Urban,Don't have a job
Single,Male,2011,43,Basic,IT Developer,NaN,Urban,Don't have a job
Divorced of separated legally,Female,2004,39,Basic,Teacher,NaN,Rural,Don't have a job
Married,Male,2023,24,Intermediate,Teacher,advanced,Urban,Have a job
Married,Both,2016,21,Less than basic,Banker,advanced,Rural,Don't have a job
NaN,Female,2001,16,NaN,Architect,NaN,National,Don't have a job
Married,Both,2018,34,Intermediate,Car driver,No skill,Rural,Have a job
Divorced of separated legally,Male,2016,37,Less than basic,Architect,medium,National,Have a job
Single,Male,2022,18,NaN,Doctor,No skill,National,Don't have a job
Widowed,Male,2015,40,Basic,Doctor,No skill,Urban,Have a job
Single,Both,2008,27,Intermediate,IT Developer,low,Rural,Have a job
Widowed,Both,2021,20,Basic,IT Developer,NaN,National,Have a job
Married,Female,2014,39,Advanced,Architect,advanced,Urban,Have a job
Single,Both,2023,28,NaN,Accountant,advanced,National,Don't have a job
Married,Both,2009,18,NaN,Car driver,low,Urban,Have a job
NaN,Male,2022,32,Advanced,IT Developer,No skill,Urban,Don't have a job
NaN,Female,2007,50,NaN,Artist,advanced,National,Don't have a job
Widowed,Male,2017,29,Intermediate,Car driver,medium,Rural,Have a job
Divorced of separated legally,Both,2008,36,NaN,Car driver,low,National,Don't have a job
Divorced of separated legally,Both,2001,55,Basic,Accountant,No skill,Urban,Have a job
Single,Female,2015,34,Intermediate,Accountant,medium,Rural,Don't have a job
Married,Female,2019,42,Basic,Banker,low,National,Have a job
Single,Both,2010,27,Advanced,Teacher,low,Rural,Don't have a job
Married,Both,2017,54,Intermediate,Banker,medium,National,Don't have a job
NaN,Male,2014,29,Basic,Doctor,advanced,National,Don't have a job
Divorced of separated legally,Female,2007,47,Intermediate,Architect,NaN,National,Have a job
Divorced of separated legally,Male,2016,27,Basic,Artist,NaN,Rural,Don't have a job
Married,Female,2014,59,Less than basic,Teacher,No skill,National,Don't have a job
Married,Both,2011,41,Basic,Doctor,advanced,Urban,Don't have a job
Widowed,Female,2007,28,Advanced,Architect,advanced,National,Don't have a job
Married,Male,2020,18,Intermediate,Doctor,NaN,National,Have a job
Single,Male,2003,16,Intermediate,Car driver,No skill,Urban,Have a job
Single,Female,2019,17,NaN,Banker,low,National,Have a job
Widowed,Male,2014,28,Intermediate,Teacher,medium,National,Don't have a job
Married,Female,2023,48,Less than basic,Accountant,advanced,Rural,Don't have a job
Widowed,Both,2021,58,Intermediate,Car driver,medium,Rural,Don't have a job
Widowed,Female,2019,48,Advanced,Accountant,advanced,National,Don't have a job
Married,Both,2005,57,Advanced,Car driver,No skill,National,Don't have a job
Divorced of separated legally,Female,2015,63,Intermediate,Car driver,NaN,Urban,Don't have a job
Divorced of separated legally,Female,2023,55,Advanced,Teacher,medium,Rural,Don't have a job
NaN,Female,2002,61,NaN,Accountant,advanced,National,Have a job
Widowed,Male,2018,44,NaN,IT Developer,medium,Rural,Don't have a job
Divorced of separated legally,Female,2023,26,NaN,IT Developer,NaN,Rural,Don't have a job
Widowed,Male,2009,52,Basic,Architect,No skill,Rural,Don't have a job
NaN,Male,2013,48,Advanced,Artist,No skill,Rural,Have a job
Single,Both,2008,35,Less than basic,Teacher,low,National,Don't have a job
Single,Both,2012,32,Basic,Architect,medium,Urban,Don't have a job
Widowed,Both,2007,33,Intermediate,Teacher,No skill,Urban,Don't have a job
NaN,Both,2017,42,Advanced,Architect,advanced,Urban,Don't have a job
NaN,Male,2014,41,Intermediate,Accountant,NaN,National,Don't have a job
Widowed,Female,2001,45,Basic,IT Developer,No skill,Urban,Don't have a job
Single,Male,2003,15,Less than basic,Accountant,low,Urban,Have a job
Divorced of separated legally,Male,2013,41,NaN,Car driver,NaN,National,Have a job
Widowed,Both,2000,32,Advanced,Teacher,No skill,Urban,Have a job
Single,Male,2007,39,Intermediate,Car driver,low,National,Have a job
Widowed,Male,2008,37,NaN,Teacher,NaN,Rural,Don't have a job
Married,Male,2019,60,Less than basic,Accountant,medium,Rural,Have a job
Divorced of separated legally,Female,2011,65,Intermediate,Teacher,low,Rural,Don't have a job
Divorced of separated legally,Both,2012,28,Intermediate,Doctor,advanced,National,Don't have a job
NaN,Female,2016,54,Less than basic,Car driver,advanced,Urban,Have a job
NaN,Female,2008,57,Less than basic,Doctor,No skill,Urban,Don't have a job
Married,Both,2018,29,NaN,Artist,advanced,Rural,Don't have a job
NaN,Male,2016,35,Basic,Artist,No skill,Urban,Have a job
Married,Female,2020,22,Advanced,Architect,No skill,Rural,Have a job
NaN,Both,2007,39,Advanced,Architect,No skill,Urban,Have a job
NaN,Female,2013,27,Intermediate,Accountant,medium,Rural,Don't have a job
Married,Male,2001,25,Less than basic,Banker,low,Urban,Don't have a job
NaN,Both,2000,27,Intermediate,IT Developer,NaN,National,Have a job
Divorced of separated legally,Female,2005,17,Intermediate,IT Developer,low,Rural,Don't have a job
Divorced of separated legally,Female,2009,60,Less than basic,Car driver,low,Urban,Have a job
Widowed,Both,2008,64,Basic,Accountant,low,Rural,Don't have a job
Widowed,Female,2016,52,NaN,Teacher,low,National,Don't have a job
Divorced of separated legally,Female,2019,43,Basic,IT Developer,No skill,Urban,Don't have a job
Divorced of separated legally,Female,2000,26,Less than basic,IT Developer,NaN,National,Have a job
Divorced of separated legally,Male,2009,34,Intermediate,Accountant,low,Rural,Don't have a job
NaN,Female,2016,31,NaN,Banker,No skill,Urban,Don't have a job
Widowed,Female,2005,20,Intermediate,Doctor,NaN,National,Don't have a job
Married,Both,2008,52,Intermediate,Artist,advanced,Rural,Don't have a job
Widowed,Both,2007,30,Basic,IT Developer,low,National,Don't have a job
Divorced of separated legally,Both,2020,15,Intermediate,Banker,advanced,National,Don't have a job
Widowed,Male,2014,16,Basic,Banker,low,National,Have a job
Divorced of separated legally,Male,2002,48,Basic,Doctor,medium,Urban,Have a job
Married,Female,2013,39,Intermediate,Banker,NaN,National,Have a job
Married,Both,2021,44,NaN,Architect,NaN,Rural,Have a job
NaN,Female,2014,58,Less than basic,Artist,medium,National,Don't have a job
Married,Both,2002,39,Advanced,Architect,low,Rural,Have a job
Widowed,Male,2014,37,Intermediate,Architect,medium,Rural,Have a job
Married,Male,2002,26,Less than basic,Doctor,medium,Urban,Have a job
Single,Both,2006,51,Intermediate,IT Developer,low,Rural,Have a job
Divorced of separated legally,Both,2003,61,Advanced,Car driver,NaN,National,Don't have a job
Married,Male,2007,63,Advanced,Architect,medium,Rural,Have a job
Single,Female,2000,60,Intermediate,Car driver,NaN,National,Have a job
